SMSes,Labels
tata docomo special offer for you rc  gb g data for  days  recharge now,1
Dear customer Your SBI Bank Account have be Blocked Plz Update your Document visit SBI website Click here to Update by Net Banking http://sbi-kyc.com,1
biggest travel sale ends today get rs cashback on domestic flightstnc use code appfest book now on makemytrip app mdealcotndmndqnze,1
"Rs.2000 ka original Nike?? YES! 100% Original Pre-Loved Nike, Adidas, Reebok, Jordans, and much more. Sale ending soon! Visit now: https://bit.ly/KicksKaSwag",1
khaas aapke liye rs  rs talktime validity lifetime aur rs  rs talktime validity lifetime dial  for best offers,1
 this lady screwed up my eyebrows da ,0
only for today get  off when you buy  products from our valentines collection on the zivame app choose from  styles indulge now httpgooglhcwpnx,1
only for today on zivame app flat  off on shopping worth rs use coupon app its the best time to indulge get it here httpgooglhmozwj,1
raining deals rs  off on flights  airline fares from rs    off on hotels deal code appfest download app now httpbitlyrkgrrt tc apply,1
"I am a project manager, we are hiring a team, working on the home, daily salary around:3000-8000 Pesos, Accept Jobs on Whatsapp: wa.me/ ",1
Dear Akshay Know how you can enable your HDFC Bank Debit card for online contactless and international usage here hdfcbk.io/g/ bGlalecPpht ,1
free densoft pro online practice management software with exclusive dentistry website for rs   only offer valid for first  dentists only  till st dec  for more details contact  or sms  web on ,1
its diwali  add new hushpuppies range to ur wardrobeget  cash points on purchase of rs n abvpoints will add to ac on novoffer vld til novtncto opt out call ,1
lose your weight upto  kg per week naturally  off on all plans get my diet by anjali mukerjee for st free consultation click httptinyurlcomjtvylx,1
get  off on all regularfasttrack video lectures of ca farooq haque  other faculties exclusively at wwwfhconlinein offer period th march ,1
See you tomorrow at The S S Trunk Show 10th Aug Saturday at Hyatt Regency Delhi XX am-8pm Shop from over XX designer this festive season,1
believe it or not order  shawarma  an ice tea for just rs this week between pm  pm limited takeaway before pm download app httpsgooglsljagx,1
over with a smile,0
hey ssup u alrite u didnt login on whatapp todayhangover  p,0
"Make your eyelashes look naturally big by trying these amazing beauty hacks! For tutorial, click this free video link: http://l.jazzmobilemag.pk/nI5L6MB/f652",1
download taxiforsure app from app store and book your cab in lower than auto rates use tfsdauw code  get rs free,1
special offer jeete  ka recharge dial  tf  q which of the following is not a bollywood movie  a spider man  b nh   reply ab to tnc  ,1
"Hello, I am the head of the human resources department of MDEC company, our company is currently recruiting part-time employees. Wages are paid daily. You can work from home and earn 200 to 800 RM per day. The job is simple and can be done anytime, anywhere. To apply for this position, please contact us via WS WhatsApp: wa.me/60175603211 WhatsApp+60175603211 ",1
"You already have an unreliable parent. It's not a child's job to support their parents... not until they're of age. I'm here to support you, and I'm sorry that I've unintentionally hurt you.",0
hi hari  as discussed on call  download jd app now to save time and money   httpjsdlinapp  one app that does it all  up to  discount on shopprecharge your mobile  pay bills  book a test drive and do much more   get your free jd app now click here to download httpjsdlinapp,1
special offer  jeeto scorpio car led tv  smartphone  more  call  tollfree  superhit callertune ke liye  call  tollfree,1
Your SUNCORP account have be temporary lock To restore visit suncorp.details-validation.com/,1
download  free bhojpuri models  actresses video shoot at httptinyurlcomhjbqat  try free recharge app httptinyurlcomgvemozo,1
dear customer  idea app is now available for your smartphone download the app and access services like bill payment  unbilled  data usage  locate idea store and many more account related services click here to download httponelinktosms ,1
easemytripin wishes you a grand diwali with exciting offers  use coupon emtdiwali at wwweasemytripin  get  off on hotels and big discount on airtickets,1
baaton ko teriall is well has been renewed as your caller tune for all at rs  days the callertune will get renewed on  to deactivate  sms stop to or call toll free android user click on httphyperurlcoskt to download vodafone callertunes app for free holiday unwell etc tunes,1
Hi Online part time work can earn XXX-XXXX rupee a day and XXX rupee in XX minute Whats app reply X on http://wa.me/ XXXXXXXXXXX Regards,1
we are   we are throwing a party come join us at wwwdressescom and get  off across entire collection of apparel  shoes  bags  jewellery dis,1
Original booking open for small sized Plots (100 Sq Yds) at yamuna Expressway for 3c and greenbay options   Best deals assured   Property Corporates 9711131802 /3 ,1
Sent 01:53 PM Time of receipt 05:27 PM Cash Fundamental Position Call BUY VIJI FINANCE LTD XXXXXX IN NSE BSE CMP 12.44 TGT XX SL X HOLD 15/20 DAYS,1
And what time is safest? Early morning,0
deal of the day painting ur home was never so easy flat  off paint zoom ultimate paint sprayer offer price rs visit httpgooglohpabb,1
rsall local calls pmin for  days is now active for best offers dial ,1
Dear customer your INDUSIND Debit Visa Card point worth Rs XXXX expire by 09/06/2018 Kindly convert your point in cash by click here http://induslnd.in/,1
"You have win 650,000UGX Welcome voucher fromMSport Bet on your favorite sport today and WIN BIG Click",1
There are a few things you can do to protect yourself from Flu season! Click the link: http://p.jazzmobilemag.pk/jg6QdNA/1d90,1
Your Outgoing Call Service Will be Stopped to KYC Update Within 24Hrs Please Contact Customer Care,1
earn double referral rewards by inviting your friends to ride on uber you heard us  for every  friends you refer  you get  free rides  tubercomhydgg,1
your account on XX June for the last quarter Contactless fee will continue to be waive go forward Please visit our website to see Covid XX support in place to help,1
RM0.00 Successful registration No subscription fee Price RM3.00 SMS X SMS Day Renewal on 13/02/20 To cancel send STOP CDE to XXXXX RM3.00 X GST Mix Content http://puteez.com /fn2/1_4rquma.mp4,1
hello glam dolls pack is now active on your number  as requestedthis service is valid till  and a  days rental of rs will reflect in your next billto deactivate sms stop to or call toll freeclick on the link to visit the site httpmadvtindexphpppppp,1
hi it was great hosting you tell us how likely are you to recommend us to your friends sms oyo  to  where  is most likely   is least likely your total amount for bnjo is rs  for your next stay  try the oyo app and get a  discount on the first app booking oyoapp oyoroomsappfl,1
My name be Dr. David from USA.We need Indian Partner to supply Raw Material to our Company If you 're interested contact me via email david astrazenecagroups .com,1
customer care XXXXXXXXXX immediately Your VI SIM will be Blocked within XX Hrs Vi OFFICE,1
ohh thts gudu r gng gurgaontcs ofcbut u were heading  bglorem at home yar,0
the holiday style shop dresses  tops  shorts  sunglasses and much more upto  off on new arrivals shop now on limeroad app mdealcotmtazmtymza,1
Rs XX have be credit into your Paytm First Games Bonus Account Use your Bonus to Play Games like Ludo Rummy Fantasy etc and win Paytm Cash Click Here http://m.p-y.tm/smsb,1
Your NAB account have be temporarily block for unusual GPRS activity Please login from your device at nabgprscard.com and follow the unlock procedure,1
Now attain spiritual enlightenment through the revelations of the sacred word of Allah. Get Koran verses everday thru FREE sms. Sms JOIN KORAN to 09219592195 ,1
dear subramani    cool promoter is back  campaign is on till  may  highest growth over your may  target achievement  will get you the following rewards  top  branch stars earn a certificate of appreciation    branch champions earn a certificate of appreciation  trophy along with sodexo gift vouchers worth rs    regional champions earn a certificate of appreciation  trophy along with sodexo gift vouchers worth rs    national champion earn a certificate of appreciation  trophy along with sodexo gift vouchers worth rs   go for it  happy selling,1
idea ke vip numbersrs only buy  nums get  free offercug free        call,1
Im interested in machine learning and data mining,0
get  free movie tickets every month   discount on dining bills  cashback and much more on new coral credit card apply now  httpgooglljax ,1
Work learn and stream with Airtel Xstream Fiber Book now and get unlimited data and speed up to 1Gbps.T C Click u.airtel.in/ freeinstallation,1
relax your bodymind  soul get body massage maurya spa rpitampurar star propertyrluxurious rumsrhotstone therapy also wid imported oilsrcall ,1
prestige handi style pressure cooker  lowest price  litres  rs    litres  rs  to order call   get extra  off usecoupon ,1
dear customer  your deal of the day for  is free one month offer on the etisalat marketplace app to enjoy special buy one get one offers on dining  travel and a host of other services absolutely free reply with bonus to get your promo code,1
application Under consideration . Probably in the last week,0
dear mr sharma  for your upcoming trip pnr almkg to gau on may  for a hassle free journey we recommended you prebook bag out first  spicemax seats  hot meals  priority checkin  spicelounge now at nominal charges log on to httpsgooglsqs for exciting fares and promos  download the official spicejet mobile app at httpgooglivfm we look forward to welcoming you on board,1
heres our advice take a break  go shopping its buy  get  free on gorgeous dresses  kurtas  bags  shoes  much more go now httplimeroadmeqfccp,1
